Portfolio_Manager,Year,Month,PF/EPFO_Clients,Corporates_Clients,Non-Corporates_Clients,Non-Residents_Clients,FPI_Clients,Others_Clients,Total_Clients,PF/EPFO_AUM,Corporates_AUM,Non-Corporates_AUM,Non-Residents_AUM,FPI_AUM,Others_AUM,Total_AUM
1729 ADVISORS LLP,2024,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1729 ADVISORS LLP,2024,4,0,3,23,0,0,0,26,0,7.99,34.8,0,0,0,42.78
1729 ADVISORS LLP,2024,7,0,4,58,1,0,0,63,0,10.39319,104.92731,0.57767,0,0,115.89817
1729 ADVISORS LLP,2024,10,0,8,70,1,0,0,79,0,179.69242,163.81103,0.65908,0,0,344.16253
2POINT2 CAPITAL ADVISORS LLP,2022,1,0,49,482,32,0,0,563,0,116.52,493.72,64.19,0,0,674.42
2POINT2 CAPITAL ADVISORS LLP,2022,4,0,48,490,36,0,0,574,0,113.8,478.38,67.29,0,0,659.47
2POINT2 CAPITAL ADVISORS LLP,2022,7,0,49,492,39,0,0,580,0,120.26,475.45,71.44,0,0,667.15
2POINT2 CAPITAL ADVISORS LLP,2022,10,0,49,484,38,0,0,571,0,130.33,493.82,77.06,0,0,701.21
2POINT2 CAPITAL ADVISORS LLP,2023,1,0,49,482,39,0,0,570,0,132.55,507.75,77.26,0,0,717.56
2POINT2 CAPITAL ADVISORS LLP,2023,4,0,49,491,41,0,0,581,0,132.18,536.13,80.59,0,0,748.89
2POINT2 CAPITAL ADVISORS LLP,2023,7,0,49,498,44,0,0,591,0,169.29,707.15,112.07,0,0,988.51
2POINT2 CAPITAL ADVISORS LLP,2023,10,0,58,541,44,0,0,643,0,210.43,786.27,116.82,0,0,1113.52
2POINT2 CAPITAL ADVISORS LLP,2024,1,0,61,568,46,0,0,675,0,227.81,891.75,112.08,0,0,1231.64
2POINT2 CAPITAL ADVISORS LLP,2024,4,0,66,596,47,0,0,709,0,250.89,929.26,118.33,0,0,1298.48
2POINT2 CAPITAL ADVISORS LLP,2024,7,0,71,608,51,0,0,730,0,279.53,975.23,134.76,0,0,1389.52
2POINT2 CAPITAL ADVISORS LLP,2024,10,0,67,612,53,0,0,732,0,241.91,1002.83,134.38,0,0,1379.12
360 ONE ALTERNATES ASSET MANAGEMENT LIMITED,2024,4,0,37,45,1,0,0,83,0,183.89,55.04,2.01,0,0,240.94
360 ONE ALTERNATES ASSET MANAGEMENT LIMITED,2024,7,0,51,70,2,0,0,123,0,273.95,97.88,2.65,0,0,374.48
360 ONE ALTERNATES ASSET MANAGEMENT LIMITED,2024,10,0,59,81,2,0,1,143,0,340.84,219.43,3.04,0,22.22,585.54
360 ONE ASSET MANAGEMENT LIMITED,2022,1,0,421,6567,406,5,0,7399,0,878.45,4311.19,297.48,13312.59,0,18799.71
360 ONE ASSET MANAGEMENT LIMITED,2022,4,0,445,6739,439,5,0,7628,0,950.05,4213.94,292.73,12608.68,0,18065.41
360 ONE ASSET MANAGEMENT LIMITED,2022,7,0,457,6927,458,5,0,7847,0,961.94,4258.38,298.04,12542.49,0,18060.84
360 ONE ASSET MANAGEMENT LIMITED,2022,10,0,478,7134,482,6,0,8099,0,967.69,4414.21,298.36,13250.24,0,14851.5
360 ONE ASSET MANAGEMENT LIMITED,2023,1,0,464,6754,461,6,0,7685,0,896.93,4144.34,276.32,13632.62,0,18950.2
360 ONE ASSET MANAGEMENT LIMITED,2023,4,0,448,6628,444,6,0,7526,0,795.36,4005.93,273.4,14121.05,0,19195.74
360 ONE ASSET MANAGEMENT LIMITED,2023,7,0,435,6465,429,6,0,7335,0,732.16,4220.36,300.16,16067.93,0,21320.62
360 ONE ASSET MANAGEMENT LIMITED,2023,10,0,422,6212,451,6,0,7091,0,696.27,4037.74,300.41,15942.35,0,20976.76
360 ONE ASSET MANAGEMENT LIMITED,2024,1,0,415,6133,455,6,0,7009,0,788.46,4469.07,340.11,17999.12,0,23596.76
360 ONE ASSET MANAGEMENT LIMITED,2024,4,0,415,5765,463,6,0,6649,0,850.37,4689.78,368.66,19564.8,0,25473.6
360 ONE ASSET MANAGEMENT LIMITED,2024,7,0,420,5844,475,7,0,6746,0,1258.55,5388,434.91,24912.34,0,31993.8
360 ONE ASSET MANAGEMENT LIMITED,2024,10,0,406,5712,498,7,0,6623,0,1232.65,5145.93,428.91,24569.21,0,31376.69
360 ONE PORTFOLIO MANAGERS LIMITED,2022,1,0,307,1305,80,0,0,1692,0,7003.25,15416.07,539.21,0,0,22958.54
360 ONE PORTFOLIO MANAGERS LIMITED,2022,4,0,326,1338,91,0,0,1755,0,7738.57,15455.97,523.28,0,0,23717.82
360 ONE PORTFOLIO MANAGERS LIMITED,2022,7,0,337,1354,94,0,0,1785,0,7528.95,16283.87,594.16,0,0,24406.99
360 ONE PORTFOLIO MANAGERS LIMITED,2022,10,0,1029,4101,276,0,0,5406,0,22637.01,49156.29,1869.75,0,0,73663.02
360 ONE PORTFOLIO MANAGERS LIMITED,2023,1,0,357,1367,94,0,0,1818,0,8282.96,16474.41,684,0,0,25441.38
360 ONE PORTFOLIO MANAGERS LIMITED,2023,4,0,384,1412,96,0,0,1892,0,8741.65,16539.8,781.06,0,0,26062.51
360 ONE PORTFOLIO MANAGERS LIMITED,2023,7,0,391,1396,103,0,0,1890,0,9489.42,16645.13,779.54,0,0,26914.08
360 ONE PORTFOLIO MANAGERS LIMITED,2023,10,0,391,1384,106,0,0,1881,0,9332.76,16660.21,900.4,0,0,26893.38
360 ONE PORTFOLIO MANAGERS LIMITED,2024,1,0,394,1387,108,0,0,1889,0,10141.27,18253.47,1035.46,0,0,29430.2
360 ONE PORTFOLIO MANAGERS LIMITED,2024,4,0,399,1404,111,0,0,1914,0,10328.97,19453.97,1092.5,0,0,30875.44
360 ONE PORTFOLIO MANAGERS LIMITED,2024,7,0,409,1457,110,0,0,1976,0,10898.67,20085.16,1263.08,0,0,32246.91
360 ONE PORTFOLIO MANAGERS LIMITED,2024,10,0,425,1510,117,0,0,2052,0,11105.24,20651.28,1348.08,0,0,33104.6
4A SECURITIES,2022,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4A SECURITIES,2022,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4A SECURITIES,2022,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4A SECURITIES,2022,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4A SECURITIES,2023,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4A SECURITIES,2023,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A C CHOKSI SHARE BROKERS PRIVATE LIMITED,2022,1,0,2,52,3,0,0,57,0,1.59,55.36,6.19,0,0,63.14
A C CHOKSI SHARE BROKERS PRIVATE LIMITED,2022,4,0,2,55,3,0,0,60,0,1.46,53.22,5.85,0,0,60.54
A C CHOKSI SHARE BROKERS PRIVATE LIMITED,2022,7,0,2,40,3,0,0,45,0,1.32,37.29,5.31,0,0,43.93
A C CHOKSI SHARE BROKERS PRIVATE LIMITED,2022,10,0,1,32,3,0,0,36,0,0.73,31.46,5.17,0,0,37.35
A C CHOKSI SHARE BROKERS PRIVATE LIMITED,2023,1,0,0,32,1,0,0,33,0,0,31.03,0.31,0,0,31.33
A C CHOKSI SHARE BROKERS PRIVATE LIMITED,2023,4,0,0,31,1,0,0,32,0,0,31.16,0.28,0,0,31.44
A C CHOKSI SHARE BROKERS PRIVATE LIMITED,2023,7,0,0,29,2,0,0,31,0,0,34.89,1.37,0,0,36.26
A C CHOKSI SHARE BROKERS PRIVATE LIMITED,2023,10,0,0,29,2,0,0,31,0,0,36.49,1.38,0,0,37.87
A C CHOKSI SHARE BROKERS PRIVATE LIMITED,2024,1,0,0,27,3,0,0,30,0,0,28.89,12.11,0,0,41
A C CHOKSI SHARE BROKERS PRIVATE LIMITED,2024,4,0,0,27,2,0,0,29,0,0,29.79,12.79,0,0,42.58
A C CHOKSI SHARE BROKERS PRIVATE LIMITED,2024,7,0,0,24,2,0,0,26,0,0,29.85,13.86,0,0,43.71
A C CHOKSI SHARE BROKERS PRIVATE LIMITED,2024,10,0,0,22,3,0,0,25,0,0,24.62,17.73,0,0,42.35
A. K. WEALTH MANAGEMENT PRIVATE LIMITED,2022,1,0,7,59,0,0,0,66,0,16.64,45.58,0,0,0,62.22
A. K. WEALTH MANAGEMENT PRIVATE LIMITED,2022,4,0,7,64,0,0,0,71,0,17.34,49.43,0,0,0,66.77
A. K. WEALTH MANAGEMENT PRIVATE LIMITED,2022,7,0,7,65,0,0,0,72,0,16.98,50.4,0,0,0,67.38
A. K. WEALTH MANAGEMENT PRIVATE LIMITED,2022,10,0,7,65,0,0,0,72,0,17.17,51.27,0,0,0,68.44
A. K. WEALTH MANAGEMENT PRIVATE LIMITED,2023,1,0,7,64,0,0,0,71,0,16.43,51.37,0,0,0,67.8
A. K. WEALTH MANAGEMENT PRIVATE LIMITED,2023,4,0,5,58,0,0,0,63,0,13.98,47.46,0,0,0,61.44
A. K. WEALTH MANAGEMENT PRIVATE LIMITED,2023,7,0,5,58,0,0,0,63,0,13.22,47.48,0,0,0,60.7
A. K. WEALTH MANAGEMENT PRIVATE LIMITED,2023,10,0,5,52,0,0,0,57,0,12.15,41.05,0,0,0,53.2
A. K. WEALTH MANAGEMENT PRIVATE LIMITED,2024,1,0,5,51,0,0,0,56,0,11.67,41.26,0,0,0,52.93
A. K. WEALTH MANAGEMENT PRIVATE LIMITED,2024,4,0,5,48,0,0,0,53,0,10.56,38.48,0,0,0,49.04
A. K. WEALTH MANAGEMENT PRIVATE LIMITED,2024,7,0,4,45,0,0,0,49,0,9.52,37.18,0,0,0,46.7
A. K. WEALTH MANAGEMENT PRIVATE LIMITED,2024,10,0,1,32,0,0,0,33,0,3.46,21.01,0,0,0,24.47
AAROHAN HOLDINGS AND ADVISORS PRIVATE LIMITED,2022,1,0,3,79,12,0,0,94,0,10.077,78.85,9.478,0,0,98.405
AAROHAN HOLDINGS AND ADVISORS PRIVATE LIMITED,2022,4,0,3,80,12,0,0,95,0,9.964,76.91,9.66,0,0,96.534
AAROHAN HOLDINGS AND ADVISORS PRIVATE LIMITED,2022,7,0,3,78,12,0,0,93,0,9.874,79.75,9.383,0,0,99.007
AAROHAN HOLDINGS AND ADVISORS PRIVATE LIMITED,2022,10,0,6,162,20,0,0,188,0,20.04,171.52,16.48,0,0,208.04
AAROHAN HOLDINGS AND ADVISORS PRIVATE LIMITED,2023,1,0,3,81,10,0,0,94,0,9.7,84.52,10.18,0,0,104.4
AAROHAN HOLDINGS AND ADVISORS PRIVATE LIMITED,2023,4,0,3,80,10,0,0,93,0,9.59,84.03,11.95,0,0,105.56999
AAROHAN HOLDINGS AND ADVISORS PRIVATE LIMITED,2023,7,0,3,81,11,0,0,95,0,10.48,88.93,13.21,0,0,112.62
AAROHAN HOLDINGS AND ADVISORS PRIVATE LIMITED,2023,10,0,3,80,11,0,0,94,0,10.36,90.52,13.06,0,0,113.93999
AAROHAN HOLDINGS AND ADVISORS PRIVATE LIMITED,2024,1,0,3,79,11,0,0,93,0,12.2,108.62,15.24,0,0,136.06
AAROHAN HOLDINGS AND ADVISORS PRIVATE LIMITED,2024,4,0,4,80,12,0,0,83,0,13.76,118.02,16.82,0,0,146.14
AAROHAN HOLDINGS AND ADVISORS PRIVATE LIMITED,2024,7,0,4,87,12,0,0,103,0,15.17,135.19,18.22,0,0,168.58
AAROHAN HOLDINGS AND ADVISORS PRIVATE LIMITED,2024,10,0,5,85,14,0,0,104,0,24.16,127.1,25.32,0,0,176.58
AAVISHKAAR ADVISORS PRIVATE LIMITED,2023,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AAVISHKAAR ADVISORS PRIVATE LIMITED,2024,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AAVISHKAAR ADVISORS PRIVATE LIMITED,2024,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AAVISHKAAR ADVISORS PRIVATE LIMITED,2024,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AAVISHKAAR ADVISORS PRIVATE LIMITED,2024,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ABAKKUS ASSET MANAGER LLP,2022,1,0,195,1456,37,1,0,1689,0,719.57,1746.07,129.64,20.21,0,2615.49
ABAKKUS ASSET MANAGER LLP,2022,4,0,267,2082,70,1,0,2420,0,902.5,2337.18,119.69,19.34,0,3378.72
ABAKKUS ASSET MANAGER LLP,2022,7,0,321,2627,89,1,0,3038,0,947.69,2586.55,156.56,17.62,0,3708.42
ABAKKUS ASSET MANAGER LLP,2022,10,0,358,2938,117,1,0,3414,0,1081.84,2946.67,205.27,17.78,0,4251.56
ABAKKUS ASSET MANAGER LLP,2023,1,0,374,3172,132,2,0,3680,0,1167.77,3150.21,174.01,2211.94,0,6703.93
ABAKKUS ASSET MANAGER LLP,2023,4,0,395,3438,139,2,0,3974,0,1221.31,3381.27,164.89,2291.09,0,7058.56
ABAKKUS ASSET MANAGER LLP,2023,7,0,417,3949,169,2,0,4537,0,1633.69,4748.08,221.64,2743.77,0,9347.18
ABAKKUS ASSET MANAGER LLP,2023,10,0,484,5006,216,2,0,5708,0,1821.86,5718.1,271.86,2676.44,0,10488.27
ABAKKUS ASSET MANAGER LLP,2024,1,0,581,6234,269,2,0,7086,0,2501.69,7658.06,265.63,3048.14,0,13473.53
ABAKKUS ASSET MANAGER LLP,2024,4,0,680,7528,356,2,0,8566,0,2812.48,9223.93,349.22,3338.43,0,15724.06
ABAKKUS ASSET MANAGER LLP,2024,7,0,755,8662,459,2,0,9878,0,3293.67,11190.11,470.42,3734.71,0,18688.9
ABAKKUS ASSET MANAGER LLP,2024,10,0,821,9289,558,2,0,10670,0,3546.62,11862.04,595.68,3727.74,0,19732.08
ABANS BROKING SERVICES PRIVATE LIMITED,2022,1,0,0,18,0,0,0,18,0,0,6.93,0,0,0,6.93
ABANS BROKING SERVICES PRIVATE LIMITED,2022,4,0,0,6,0,0,0,6,0,0,2.36,0,0,0,2.36
ABANS BROKING SERVICES PRIVATE LIMITED,2022,7,0,0,6,0,0,0,6,0,0,2.32,0,0,0,2.32
ABANS BROKING SERVICES PRIVATE LIMITED,2022,10,0,0,6,0,0,0,6,0,0,2.5,0,0,0,2.5
ABANS BROKING SERVICES PRIVATE LIMITED,2023,1,0,0,6,0,0,0,6,0,0,2.29,0,0,0,2.29
ABANS BROKING SERVICES PRIVATE LIMITED,2023,4,0,0,6,0,0,0,6,0,0,2.42,0,0,0,2.42
ABANS BROKING SERVICES PRIVATE LIMITED,2023,7,0,2,67,19,0,0,88,0,2.93,56.39,17.13,0,0,76.45
ABANS BROKING SERVICES PRIVATE LIMITED,2023,10,0,2,71,19,1,0,93,0,3.02,60.92,17.81,2.45,0,84.19
ABANS BROKING SERVICES PRIVATE LIMITED,2024,1,0,3,76,19,1,0,99,0,3.89,73.74,20.27,8.39,0,106
ABANS BROKING SERVICES PRIVATE LIMITED,2024,4,0,3,75,20,1,0,99,0,4.12,76.81,22.48,15.1,0,118.51
ABANS BROKING SERVICES PRIVATE LIMITED,2024,7,0,3,79,21,1,0,104,0,4.59851,89.74818,25.68357,28.32386,0,148.35412
ABANS BROKING SERVICES PRIVATE LIMITED,2024,10,0,3,82,21,1,0,107,0,4.65,89.4,25.14,29.58,0,148.77
ABCHLOR INVESTMENTS PRIVATE LIMITED,2022,1,0,4,50,7,0,0,61,0,14.88,206.29,20.71,0,0,241.88
ABCHLOR INVESTMENTS PRIVATE LIMITED,2022,4,0,4,50,7,0,0,61,0,14.64,202.96,20.18,0,0,237.78
ABCHLOR INVESTMENTS PRIVATE LIMITED,2022,7,0,4,52,5,0,0,61,0,10.8,159.72,13.16,0,0,183.68
ABCHLOR INVESTMENTS PRIVATE LIMITED,2022,10,0,4,52,5,0,0,61,0,9.37,140.91,12.76,0,0,163.05
ABCHLOR INVESTMENTS PRIVATE LIMITED,2023,1,0,4,52,5,0,0,61,0,6.73,98.23,12,0,0,116.96
ABCHLOR INVESTMENTS PRIVATE LIMITED,2023,4,0,4,52,5,0,0,61,0,3.63,74.17,11.17,0,0,88.98
ABCHLOR INVESTMENTS PRIVATE LIMITED,2023,7,0,4,53,5,0,0,62,0,4.68,96.25,13.77,0,0,114.69
ABCHLOR INVESTMENTS PRIVATE LIMITED,2023,10,0,4,50,5,0,0,59,0,5.75,104.93,14.13,0,0,124.81
ABCHLOR INVESTMENTS PRIVATE LIMITED,2024,1,0,4,50,5,0,0,59,0,15.19,207.62,22.22,0,0,245.03
ABCHLOR INVESTMENTS PRIVATE LIMITED,2024,4,0,4,52,5,0,0,61,0,14.19,194.09,21.49,0,0,229.77
ABCHLOR INVESTMENTS PRIVATE LIMITED,2024,7,0,5,52,5,0,0,62,0,17.42172,220.17689,24.11912,0,0,261.71773
ABCHLOR INVESTMENTS PRIVATE LIMITED,2024,10,0,5,53,5,0,0,63,0,21.08907,252.59663,25.01506,0,0,298.70075
ACCELT ASSET MANAGEMENT LLP,2024,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACCURACAP CONSULTANCY SERVICES PRIVATE LIMITED,2024,7,0,23,307,13,0,0,343,0,97.14,948.9,50.42,0,0,1096.46
ACCURACAP CONSULTANCY SERVICES PRIVATE LIMITED,2024,10,0,23,299,14,0,0,336,0,96.76,790.65,52.71,0,0,940.12
ACCURACAP CONSULTANCY SERVICES PRIVATE LIMITED,2022,1,1,33,293,16,0,0,343,0.76,81.81,1595.52,39.75,0,0,1717.84
ACCURACAP CONSULTANCY SERVICES PRIVATE LIMITED,2022,4,1,29,311,16,0,0,357,0.75,83.95,1578.87,37.29,0,0,1700.86
ACCURACAP CONSULTANCY SERVICES PRIVATE LIMITED,2022,7,1,30,307,16,0,0,354,0.75,81.72,1503.75,36.07,0,0,1622.29
ACCURACAP CONSULTANCY SERVICES PRIVATE LIMITED,2022,10,0,31,302,18,0,0,351,0,84.85,1523.12,55.83,0,0,1663.8
ACCURACAP CONSULTANCY SERVICES PRIVATE LIMITED,2023,1,0,30,303,17,0,0,350,0,81.26,1458.14,30.75,0,0,1570.15
ACCURACAP CONSULTANCY SERVICES PRIVATE LIMITED,2023,4,0,30,296,17,0,0,343,0,81.15,1491.16,31.26,0,0,1603.57
ACCURACAP CONSULTANCY SERVICES PRIVATE LIMITED,2023,7,0,31,298,17,0,0,346,0,92.78,675.99,38.07,0,0,806.84
ACCURACAP CONSULTANCY SERVICES PRIVATE LIMITED,2023,10,0,31,295,16,0,0,342,0,93.51,688.3,40.49,0,0,822.3
ACCURACAP CONSULTANCY SERVICES PRIVATE LIMITED,2024,1,0,23,305,14,0,0,342,0,78.5,814.73,40.28,0,0,933.51
ACCURACAP CONSULTANCY SERVICES PRIVATE LIMITED,2024,4,0,23,304,13,0,0,340,0,83.86,851.84,40.94,0,0,976.64
ACE LANSDOWNE INVESTMENTS SERVICES LLP,2022,10,0,1,5,0,0,0,6,0,1.03,4.13,0,0,0,5.15
ACE LANSDOWNE INVESTMENTS SERVICES LLP,2023,1,0,9,23,0,0,0,32,0,11.75,23.77,0,0,0,35.53
ACE LANSDOWNE INVESTMENTS SERVICES LLP,2023,4,0,13,32,0,0,0,45,0,28.89,30.29,0,0,0,59.17
ACE LANSDOWNE INVESTMENTS SERVICES LLP,2023,7,0,14,47,0,0,0,61,0,38.08,51.37,0,0,0,89.45
ACE LANSDOWNE INVESTMENTS SERVICES LLP,2023,10,0,24,71,0,0,0,95,0,52.09,78.16,0,0,0,130.25
ACE LANSDOWNE INVESTMENTS SERVICES LLP,2024,1,0,34,97,1,0,0,132,0,72.96,113.09,0.5,0,0,186.56
ACE LANSDOWNE INVESTMENTS SERVICES LLP,2024,4,0,35,121,2,0,0,158,0,77.23,143.62,1.52,0,0,222.37
ACE LANSDOWNE INVESTMENTS SERVICES LLP,2024,7,0,36,133,3,0,0,172,0,15.02984,97.6626,30.55701,0,0,143.24946
ACE LANSDOWNE INVESTMENTS SERVICES LLP,2024,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACEPRO ADVISORS PRIVATE LIMITED,2022,1,0,3,61,0,0,0,64,0,3.31,61.05,0,0,0,64.35
ACEPRO ADVISORS PRIVATE LIMITED,2022,4,0,3,65,0,0,0,68,0,3.23,60.63,0,0,0,63.86
ACEPRO ADVISORS PRIVATE LIMITED,2022,7,0,3,68,0,0,0,71,0,3.16,61.36,0,0,0,64.52
ACEPRO ADVISORS PRIVATE LIMITED,2022,10,0,4,65,0,0,0,69,0,3.82,66.6,0,0,0,70.42
ACEPRO ADVISORS PRIVATE LIMITED,2023,1,0,4,64,0,0,0,68,0,3.77,64.71,0,0,0,68.49
ACEPRO ADVISORS PRIVATE LIMITED,2023,4,0,4,63,0,0,0,67,0,2.62,63.02,0,0,0,65.64
ACEPRO ADVISORS PRIVATE LIMITED,2023,7,0,4,60,0,0,0,64,0,2.82,66.37,0,0,0,69.19
ACEPRO ADVISORS PRIVATE LIMITED,2023,10,0,3,57,1,0,0,61,0,2.72,62.87,0.29,0,0,65.88
ACEPRO ADVISORS PRIVATE LIMITED,2024,1,0,3,56,1,0,0,60,0,3.14,73.06,0.33,0,0,76.53
ACEPRO ADVISORS PRIVATE LIMITED,2024,4,0,2,57,2,0,0,61,0,1.24,78.35,0.86,0,0,80.45
ACEPRO ADVISORS PRIVATE LIMITED,2024,7,0,2,60,2,0,0,64,0,1.39,90.86,0.96,0,0,93.22
ACEPRO ADVISORS PRIVATE LIMITED,2024,10,0,2,64,2,0,0,68,0,1.69,100.3,1,0,0,102.99
ACHINTYA SECURITIES PRIVATE LIMITED,2022,1,0,0,1,0,0,0,1,0,0,1.41,0,0,0,1.41
ACHINTYA SECURITIES PRIVATE LIMITED,2022,4,0,0,1,0,0,0,1,0,0,1.48,0,0,0,1.48
ACHINTYA SECURITIES PRIVATE LIMITED,2022,7,0,0,1,0,0,0,1,0,0,1.38,0,0,0,1.38
ACHINTYA SECURITIES PRIVATE LIMITED,2022,10,0,0,1,0,0,0,1,0,0,1.41,0,0,0,1.41
ACHINTYA SECURITIES PRIVATE LIMITED,2023,1,0,0,1,0,0,0,1,0,0,1.39,0,0,0,1.39
ACHINTYA SECURITIES PRIVATE LIMITED,2023,4,0,0,1,0,0,0,1,0,0,1.45,0,0,0,1.45
ACHINTYA SECURITIES PRIVATE LIMITED,2023,7,0,0,1,0,0,0,1,0,0,1.64,0,0,0,1.64
ACHINTYA SECURITIES PRIVATE LIMITED,2023,10,0,0,1,0,0,0,1,0,0,1.77,0,0,0,1.77
ACHINTYA SECURITIES PRIVATE LIMITED,2024,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
ACHINTYA SECURITIES PRIVATE LIMITED,2024,4,0,0,1,0,0,0,1,0,0,0,0,0,0,0
ACHINTYA SECURITIES PRIVATE LIMITED,2024,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACHINTYA SECURITIES PRIVATE LIMITED,2024,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADITYA BIRLA MONEY LIMITED,2022,1,0,19,346,8,0,0,373,0,39.35,263.98,4.84,0,0,308.16999
ADITYA BIRLA MONEY LIMITED,2022,4,0,19,326,8,0,0,353,0,39.47,239.45,4.52,0,0,283.44
ADITYA BIRLA MONEY LIMITED,2022,7,0,20,315,8,0,0,343,0,44.81,228.4,4.68,0,0,277.89
ADITYA BIRLA MONEY LIMITED,2022,10,0,16,291,8,0,0,315,0,37.66,213.46,4.91,0,0,256.03
ADITYA BIRLA MONEY LIMITED,2023,1,0,17,253,8,0,0,278,0,34.64,182.25,4.52,0,0,221.41
ADITYA BIRLA MONEY LIMITED,2023,4,0,15,235,9,0,0,259,0,34.8,172.83,6,0,0,213.63
ADITYA BIRLA MONEY LIMITED,2023,7,0,10,191,8,0,0,209,0,34.72,169.7,5.25,0,0,209.66999
ADITYA BIRLA MONEY LIMITED,2023,10,0,11,179,7,0,0,197,0,35.92,157.25,5,0,0,198.17
ADITYA BIRLA MONEY LIMITED,2024,1,0,10,156,8,0,0,174,0,38.87,153.61,7.48,0,0,199.96
ADITYA BIRLA MONEY LIMITED,2024,4,0,7,110,5,0,0,122,0,34.38,121.7,6.03,0,0,162.1
ADITYA BIRLA MONEY LIMITED,2024,7,0,9,135,6,0,0,150,0,42.33,154.026,5.35,0,0,201.706
ADITYA BIRLA MONEY LIMITED,2024,10,0,9,131,6,0,0,146,0,46.47779,150.04424,5.19255,0,0,201.74458
ADROIT FINANCIAL SERVICES PRIVATE LIMITED,2022,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADROIT FINANCIAL SERVICES PRIVATE LIMITED,2022,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADROIT FINANCIAL SERVICES PRIVATE LIMITED,2022,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADROIT FINANCIAL SERVICES PRIVATE LIMITED,2022,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADROIT FINANCIAL SERVICES PRIVATE LIMITED,2023,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADROIT FINANCIAL SERVICES PRIVATE LIMITED,2023,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADROIT FINANCIAL SERVICES PRIVATE LIMITED,2023,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADROIT FINANCIAL SERVICES PRIVATE LIMITED,2023,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADROIT FINANCIAL SERVICES PRIVATE LIMITED,2024,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADROIT FINANCIAL SERVICES PRIVATE LIMITED,2024,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADROIT FINANCIAL SERVICES PRIVATE LIMITED,2024,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADROIT FINANCIAL SERVICES PRIVATE LIMITED,2024,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AEQUITAS INVESTMENT CONSULTANCY PRIVATE LIMITED,2022,1,0,18,96,7,0,0,121,0,207.99,971.28,101.23,0,0,1280.49
AEQUITAS INVESTMENT CONSULTANCY PRIVATE LIMITED,2022,4,0,19,100,7,0,0,126,0,236.32,1076.59,104.82,0,0,1417.73
AEQUITAS INVESTMENT CONSULTANCY PRIVATE LIMITED,2022,7,0,18,98,7,0,0,123,0,223.95,1008.19,97.18,0,0,1329.32
AEQUITAS INVESTMENT CONSULTANCY PRIVATE LIMITED,2022,10,0,17,101,7,0,0,125,0,237.1,1058.4,103.19,0,0,1398.69
AEQUITAS INVESTMENT CONSULTANCY PRIVATE LIMITED,2023,1,0,17,101,7,0,0,125,0,251.55,1156.96,113.77,0,0,1522.29
AEQUITAS INVESTMENT CONSULTANCY PRIVATE LIMITED,2023,4,0,19,96,8,0,0,123,0,349.6,1359.87,126,0,0,1835.49
AEQUITAS INVESTMENT CONSULTANCY PRIVATE LIMITED,2023,7,0,24,98,8,0,0,130,0,492.27,1772.76,160.43,0,0,2425.47
AEQUITAS INVESTMENT CONSULTANCY PRIVATE LIMITED,2023,10,0,28,105,8,0,0,141,0,609.24,2050.39,180.44,0,0,2840.08
AEQUITAS INVESTMENT CONSULTANCY PRIVATE LIMITED,2024,1,0,28,103,7,0,0,138,0,691.53,2484.48,214.86,0,0,3390.88
AEQUITAS INVESTMENT CONSULTANCY PRIVATE LIMITED,2024,4,0,28,101,7,0,0,136,0,704.03,2559.72,227.66,0,0,3491.41
AEQUITAS INVESTMENT CONSULTANCY PRIVATE LIMITED,2024,7,0,29,101,7,0,0,137,0,726.59575,2655.64949,216.98597,0,0,3599.23121
