Portfolio_Manager,Year,Month,PF/EPFO_Clients,Corporates_Clients,Non-Corporates_Clients,Non-Residents_Clients,FPI_Clients,Others_Clients,Total_Clients,PF/EPFO_AUM,Corporates_AUM,Non-Corporates_AUM,Non-Residents_AUM,FPI_AUM,Others_AUM,Total_AUM
SHADE CAPITAL PRIVATE LIMITED,2022,7,0,5,34,2,0,0,41,0,6.49,43.21,1.49,0,0,51.19
SHADE CAPITAL PRIVATE LIMITED,2022,10,0,5,32,2,0,0,39,0,6.59,41.75,1.51,0,0,49.85
SHADE CAPITAL PRIVATE LIMITED,2023,1,0,5,31,2,0,0,38,0,6.05,37.85,1.4,0,0,45.3
SHADE CAPITAL PRIVATE LIMITED,2023,4,0,5,31,2,0,0,38,0,6.18,39.39,1.45,0,0,47.02
SHADE CAPITAL PRIVATE LIMITED,2023,7,0,5,30,2,0,0,37,0,7.19,45.72,1.62,0,0,54.52999
SHADE CAPITAL PRIVATE LIMITED,2023,10,0,5,29,2,0,0,36,0,7.99,49.44,1.76,0,0,59.19
SHADE CAPITAL PRIVATE LIMITED,2024,1,0,5,28,2,0,0,35,0,7.04,59.93,2.17,0,0,69.14
SHADE CAPITAL PRIVATE LIMITED,2024,4,0,5,29,2,0,0,36,0,7.45,64.21,2.24,0,0,73.91
SHADE CAPITAL PRIVATE LIMITED,2024,7,0,5,29,2,0,0,36,0,8.52,73.78,2.5,0,0,84.8
SHADE CAPITAL PRIVATE LIMITED,2024,10,0,5,29,2,0,0,36,0,8.27,72.12,2.46,0,0,82.85
SHARE INDIA SECURITIES LIMITED,2022,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SHARE INDIA SECURITIES LIMITED,2022,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SHARE INDIA SECURITIES LIMITED,2022,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SHARE INDIA SECURITIES LIMITED,2023,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SHARE INDIA SECURITIES LIMITED,2023,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SHARE INDIA SECURITIES LIMITED,2023,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SHARE INDIA SECURITIES LIMITED,2023,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SHARE INDIA SECURITIES LIMITED,2024,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SHARE INDIA SECURITIES LIMITED,2024,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SHARE INDIA SECURITIES LIMITED,2024,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SHARE INDIA SECURITIES LIMITED,2024,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SHAREKHAN LIMITED,2022,1,0,4,250,13,0,0,267,0,3.96685,87.5612,5.0546,0,0,96.58265
SHAREKHAN LIMITED,2022,4,0,4,222,13,0,0,239,0,3.84572,79.23914,5.12076,0,0,88.20562
SHAREKHAN LIMITED,2022,7,0,4,174,3,0,0,181,0,3.77696,63.83388,0.8593,0,0,68.47014
SHAREKHAN LIMITED,2022,10,0,4,174,3,0,0,181,0,4.016,65.32868,0.89774,0,0,70.24242
SHAREKHAN LIMITED,2023,1,0,4,164,3,0,0,171,0,3.89026,60.60422,0.8671,0,0,65.36158
SHAREKHAN LIMITED,2023,4,0,4,165,3,0,0,172,0,3.99874,66.9369,0.90587,0,0,71.84151
SHAREKHAN LIMITED,2023,7,0,5,188,3,0,0,196,0,4.9272,90.66663,1.08295,0,0,96.67678
SHAREKHAN LIMITED,2023,10,0,5,202,3,0,0,210,0,5.13196,102.70252,1.08835,0,0,108.92283
SHAREKHAN LIMITED,2024,1,0,6,1745,9,0,0,1760,0,6.00542,282.41626,2.40244,0,0,290.82412
SHAREKHAN LIMITED,2024,4,0,5,293,5,0,0,303,0,6.37733,191.56972,2.43297,0,0,200.38002
SHAREKHAN LIMITED,2024,7,0,7,435,6,0,0,448,0,9.13625,296.65464,3.40297,0,0,309.19385
SHAREKHAN LIMITED,2024,10,0,8,571,9,0,0,588,0,12.67145,350.50099,4.2761,0,0,367.44854
SHEPHERDS HILL FINANCIAL ADVISORS LLP,2022,1,0,0,78,3,0,0,81,0,0,64.29,1.13,0,0,65.42
SHEPHERDS HILL FINANCIAL ADVISORS LLP,2022,4,0,0,79,3,0,0,82,0,0,63.01,1.07,0,0,64.08
SHEPHERDS HILL FINANCIAL ADVISORS LLP,2022,7,0,0,76,3,0,0,79,0,0,56.75,0.96,0,0,57.71
SHEPHERDS HILL FINANCIAL ADVISORS LLP,2022,10,0,0,74,3,0,0,77,0,0,57.59,0.97,0,0,58.57
SHEPHERDS HILL FINANCIAL ADVISORS LLP,2023,1,0,0,70,3,0,0,73,0,0,55.14,0.99,0,0,56.13
SHEPHERDS HILL FINANCIAL ADVISORS LLP,2023,4,0,0,66,3,0,0,69,0,0,55.96,1.04,0,0,57
SHEPHERDS HILL FINANCIAL ADVISORS LLP,2023,7,0,0,67,3,0,0,70,0,0,74.67,1.4,0,0,76.07
SHEPHERDS HILL FINANCIAL ADVISORS LLP,2023,10,0,0,67,3,0,0,70,0,0,92.39,1.73,0,0,94.12
SHEPHERDS HILL FINANCIAL ADVISORS LLP,2024,1,0,0,68,3,0,0,71,0,0,104.63,1.94,0,0,106.57
SHEPHERDS HILL FINANCIAL ADVISORS LLP,2024,4,0,0,70,2,0,0,72,0,0,107.77,1.28,0,0,109.05
SHEPHERDS HILL FINANCIAL ADVISORS LLP,2024,7,0,0,71,2,0,0,73,0,0,113.98664,1.3024,0,0,115.28904
SHEPHERDS HILL FINANCIAL ADVISORS LLP,2024,10,0,0,70,3,0,0,73,0,0,113.59264,1.83565,0,0,115.42829
SHREE RAMA MANAGERS LLP,2022,7,0,2,23,0,0,0,25,0,1.58,13.23,0,0,0,14.81
SHREE RAMA MANAGERS LLP,2022,10,0,3,38,0,0,0,41,0,1.53,26.43,0,0,0,27.96
SHREE RAMA MANAGERS LLP,2023,1,0,4,47,1,0,0,52,0,2.04,30.39,0.49,0,0,32.92
SHREE RAMA MANAGERS LLP,2023,4,0,7,56,2,0,0,65,0,4.44,39.48,1.03,0,0,44.94999
SHREE RAMA MANAGERS LLP,2023,7,0,8,65,2,0,0,75,0,6.05,56.13,1.3,0,0,63.48
SHREE RAMA MANAGERS LLP,2023,10,0,9,90,2,0,0,101,0,9.55,75.03,1.8,0,0,86.38
SHREE RAMA MANAGERS LLP,2024,1,0,10,106,3,0,0,119,0,11.45,103.12,3.39,0,0,117.96
SHREE RAMA MANAGERS LLP,2024,4,0,14,117,3,0,0,134,0,18.69,117.49,5.5,0,0,141.69
SHREE RAMA MANAGERS LLP,2024,7,0,17,134,4,0,0,155,0,25.19,153.58,8.06,0,0,186.82
SHREE RAMA MANAGERS LLP,2024,10,0,20,163,5,0,0,188,0,30.15,163.05,8.07,0,0,201.27
SHRIRAM ASSET MANAGEMENT COMPANY LIMITED,2024,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SHRIRAM ASSET MANAGEMENT COMPANY LIMITED,2024,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SILA ADVISORS LLP,2023,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SILA ADVISORS LLP,2023,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SILA ADVISORS LLP,2024,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SILA ADVISORS LLP,2024,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SILA ADVISORS LLP,2024,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SILA ADVISORS LLP,2024,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SILVERARCH INVESTMENT ADVISERS PRIVATE LIMITED,2022,1,0,1,15,7,0,0,23,0,2.34,12.81,4.43,0,0,19.58
SILVERARCH INVESTMENT ADVISERS PRIVATE LIMITED,2022,4,0,1,17,7,0,0,25,0,2.58,12.75,5.65,0,0,20.97
SILVERARCH INVESTMENT ADVISERS PRIVATE LIMITED,2022,7,0,1,17,7,0,0,25,0,2.4,11.88,5.46,0,0,19.73
SILVERARCH INVESTMENT ADVISERS PRIVATE LIMITED,2022,10,0,1,17,6,0,0,24,0,2.52,12.76,4.68,0,0,19.97
SILVERARCH INVESTMENT ADVISERS PRIVATE LIMITED,2023,1,0,1,16,5,0,0,22,0,2.31,11.77,3.64,0,0,17.73
SILVERARCH INVESTMENT ADVISERS PRIVATE LIMITED,2023,4,0,1,15,5,0,0,21,0,3.92,12.58,3.75,0,0,20.25
SILVERARCH INVESTMENT ADVISERS PRIVATE LIMITED,2023,7,0,1,15,4,0,0,20,0,4.93,17.29,4.32,0,0,26.54
SILVERARCH INVESTMENT ADVISERS PRIVATE LIMITED,2023,10,0,1,15,4,0,0,20,0,5.17,18.48,4.55,0,0,28.21
SILVERARCH INVESTMENT ADVISERS PRIVATE LIMITED,2024,1,0,1,16,4,0,0,21,0,6.41,23.41,5.6,0,0,35.42
SILVERARCH INVESTMENT ADVISERS PRIVATE LIMITED,2024,4,0,1,17,4,0,0,22,0,7.84,26.14,5.93,0,0,39.92
SILVERARCH INVESTMENT ADVISERS PRIVATE LIMITED,2024,7,0,1,17,5,0,0,23,0,9.80383,29.39486,7.15025,0,0,46.34893
SILVERARCH INVESTMENT ADVISERS PRIVATE LIMITED,2024,10,0,1,17,5,0,0,23,0,9.77495,30.61188,6.90276,0,0,47.28959
SINCERE SYNDICATION AND CORPORATE SERVICES LLP,2023,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SINCERE SYNDICATION AND CORPORATE SERVICES LLP,2023,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SINCERE SYNDICATION AND CORPORATE SERVICES LLP,2023,7,0,0,20,0,0,0,20,0,0,11.06,0,0,0,11.06
SINCERE SYNDICATION AND CORPORATE SERVICES LLP,2023,10,0,0,45,0,0,0,45,0,0,31.03,0,0,0,31.03
SINCERE SYNDICATION AND CORPORATE SERVICES LLP,2024,1,0,0,85,6,0,0,91,0,0,68.18,3.79,0,0,71.97
SINCERE SYNDICATION AND CORPORATE SERVICES LLP,2024,4,0,2,137,12,0,0,151,0,1.1,123.33,8.54,0,0,132.97
SINCERE SYNDICATION AND CORPORATE SERVICES LLP,2024,7,0,3,187,27,0,0,217,0,3.3176,182.59705,20.43208,0,0,206.34673
SINCERE SYNDICATION AND CORPORATE SERVICES LLP,2024,10,0,3,252,45,0,0,300,0,3.46305,256.66608,33.81932,0,0,293.94846
SINGULAR CAPITAL INDIA ADVISORS LLP,2023,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SINGULAR CAPITAL INDIA ADVISORS LLP,2023,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SINGULAR CAPITAL INDIA ADVISORS LLP,2023,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SINGULAR CAPITAL INDIA ADVISORS LLP,2023,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SINGULAR CAPITAL INDIA ADVISORS LLP,2024,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SINGULAR CAPITAL INDIA ADVISORS LLP,2024,4,0,0,3,0,0,0,3,0,0,1.97,0,0,0,1.97
SINGULAR CAPITAL INDIA ADVISORS LLP,2024,7,0,0,4,0,0,0,4,0,0,8.28131,0,0,0,8.28131
SINGULAR CAPITAL INDIA ADVISORS LLP,2024,10,0,0,4,0,0,0,4,0,0,8.28465,0,0,0,8.28465
SINGULARITY AMC LLP,2022,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SINGULARITY AMC LLP,2022,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SINGULARITY AMC LLP,2023,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SINGULARITY AMC LLP,2023,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SINGULARITY AMC LLP,2023,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SINGULARITY AMC LLP,2023,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SINGULARITY AMC LLP,2024,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SINGULARITY AMC LLP,2024,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SINGULARITY AMC LLP,2024,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SINGULARITY AMC LLP,2024,10,0,7,5,1,0,0,13,0,46,41,5,0,0,92
SIRIUS ADVISORS PRIVATE LIMITED,2022,1,0,0,2,0,0,0,2,0,0,3.33,0,0,0,3.33
SIRIUS ADVISORS PRIVATE LIMITED,2022,4,0,0,2,0,0,0,2,0,0,3.19,0,0,0,3.19
SIRIUS ADVISORS PRIVATE LIMITED,2022,7,0,0,2,0,0,0,2,0,0,3.02,0,0,0,3.02
SIRIUS ADVISORS PRIVATE LIMITED,2022,10,0,0,3,0,0,0,3,0,0,4.31,0,0,0,4.31
SIRIUS ADVISORS PRIVATE LIMITED,2023,1,0,0,3,0,0,0,3,0,0,4.17,0,0,0,4.17
SIRIUS ADVISORS PRIVATE LIMITED,2023,4,0,0,3,0,0,0,3,0,0,4.61,0,0,0,4.61
SIRIUS ADVISORS PRIVATE LIMITED,2023,7,0,0,4,0,0,0,4,0,0,6.32,0,0,0,6.32
SIRIUS ADVISORS PRIVATE LIMITED,2023,10,0,1,4,0,0,0,5,0,8.13,6.16,0,0,0,14.29
SIRIUS ADVISORS PRIVATE LIMITED,2024,1,0,1,4,0,0,0,5,0,14.07,7.51,0,0,0,21.58
SIRIUS ADVISORS PRIVATE LIMITED,2024,4,0,1,4,0,0,0,5,0,11.18,6.88,0,0,0,18.06
SIRIUS ADVISORS PRIVATE LIMITED,2024,7,0,1,4,0,0,0,5,0,10.61,9.04,0,0,0,19.65
SIRIUS ADVISORS PRIVATE LIMITED,2024,10,0,1,5,0,0,0,6,0,8.9,9.73,0,0,0,18.63
SKP SECURITIES LIMITED,2022,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SKP SECURITIES LIMITED,2022,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SKP SECURITIES LIMITED,2022,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SKP SECURITIES LIMITED,2022,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SKP SECURITIES LIMITED,2023,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SKP SECURITIES LIMITED,2023,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SKP SECURITIES LIMITED,2023,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SKP SECURITIES LIMITED,2023,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SKP SECURITIES LIMITED,2024,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SKP SECURITIES LIMITED,2024,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SKP SECURITIES LIMITED,2024,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SKP SECURITIES LIMITED,2024,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SKY IMPACT CAPITAL ADVISORS LLP,2022,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SKY IMPACT CAPITAL ADVISORS LLP,2022,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SKY IMPACT CAPITAL ADVISORS LLP,2022,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SKY IMPACT CAPITAL ADVISORS LLP,2022,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SKY IMPACT CAPITAL ADVISORS LLP,2023,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SKY IMPACT CAPITAL ADVISORS LLP,2023,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SKY IMPACT CAPITAL ADVISORS LLP,2023,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SKY IMPACT CAPITAL ADVISORS LLP,2023,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SKY IMPACT CAPITAL ADVISORS LLP,2024,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SKY IMPACT CAPITAL ADVISORS LLP,2024,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SKY IMPACT CAPITAL ADVISORS LLP,2024,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SKY IMPACT CAPITAL ADVISORS LLP,2024,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SMARTOWNER SERVICES INDIA PVT. LTD.,2022,1,0,5,203,57,0,0,265,0,1.3,55.54,17.19,0,0,74.03
SMARTOWNER SERVICES INDIA PVT. LTD.,2022,4,0,5,203,57,0,0,265,0,1.3,55.54,17.19,0,0,74.03
SMARTOWNER SERVICES INDIA PVT. LTD.,2022,7,0,5,203,57,0,0,265,0,1.3,55.54,17.19,0,0,74.03
SMARTOWNER SERVICES INDIA PVT. LTD.,2022,10,0,5,203,57,0,0,265,0,1.3,55.54,17.19,0,0,74.03
SMARTOWNER SERVICES INDIA PVT. LTD.,2023,1,0,5,203,57,0,0,265,0,1.3,54.69,16.94,0,0,72.92999
SMARTOWNER SERVICES INDIA PVT. LTD.,2023,4,0,5,204,55,0,0,264,0,1.3,55.04,16.34,0,0,72.67999
SMARTOWNER SERVICES INDIA PVT. LTD.,2023,7,0,5,204,55,0,0,264,0,1.3,55.04,16.34,0,0,72.67999
SMARTOWNER SERVICES INDIA PVT. LTD.,2023,10,0,5,204,55,0,0,264,0,1.3,55.04,16.34,0,0,72.67999
SMARTOWNER SERVICES INDIA PVT. LTD.,2024,1,0,5,204,55,0,0,264,0,1.3,55.04,16.34,0,0,72.67999
SMARTOWNER SERVICES INDIA PVT. LTD.,2024,4,0,5,204,55,0,0,264,0,1.3,55.04,16.34,0,0,72.68
SMARTOWNER SERVICES INDIA PVT. LTD.,2024,7,0,5,204,55,0,0,264,0,1.3,55.04,16.34,0,0,72.68
SMARTOWNER SERVICES INDIA PVT. LTD.,2024,10,0,5,204,55,0,0,264,0,1.3,55.04,16.34,0,0,72.68
SMC GLOBAL SECURITIES LIMITED,2022,1,0,5,50,2,1,0,58,0,30.99271,34.09182,2.52224,0.67465,0,68.28142
SMC GLOBAL SECURITIES LIMITED,2022,4,0,6,49,3,1,0,59,0,30.99419,33.20779,3.80991,0.65012,0,68.66201
SMC GLOBAL SECURITIES LIMITED,2022,7,0,6,54,3,0,0,63,0,31.33997,38.29941,3.81373,0,0,73.45311
SMC GLOBAL SECURITIES LIMITED,2022,10,0,6,54,3,0,0,63,0,32.4746,39.66555,4.07187,0,0,76.21202
SMC GLOBAL SECURITIES LIMITED,2023,1,0,6,56,4,0,0,66,0,32.80668,38.71251,4.55669,0,0,76.07588
SMC GLOBAL SECURITIES LIMITED,2023,4,0,5,60,3,0,0,68,0,32.48438,40.83396,3.23338,0,0,76.55172
SMC GLOBAL SECURITIES LIMITED,2023,7,0,5,75,3,0,0,83,0,13.74646,53.73339,3.65141,0,0,71.13126
SMC GLOBAL SECURITIES LIMITED,2023,10,0,6,91,5,0,0,102,0,4.49456,63.47208,4.67804,0,0,72.64468
SMC GLOBAL SECURITIES LIMITED,2024,1,0,7,97,5,0,0,109,0,5.81921,77.52788,5.43598,0,0,88.78307
SMC GLOBAL SECURITIES LIMITED,2024,4,0,8,110,7,0,0,125,0,8.42689,92.25908,6.54699,0,0,107.23296
SMC GLOBAL SECURITIES LIMITED,2024,7,0,9,116,8,0,0,133,0,10.03256,107.30016,8.23676,0,0,125.56948
SMC GLOBAL SECURITIES LIMITED,2024,10,0,9,135,9,0,0,153,0,11.47688,115.0803,7.0765,0,0,133.63368
SOHUM ASSET MANAGERS PRIVATE LIMITED,2023,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOHUM ASSET MANAGERS PRIVATE LIMITED,2023,10,0,0,1,0,0,0,1,0,0,0.98,0,0,0,0.98
SOHUM ASSET MANAGERS PRIVATE LIMITED,2024,1,0,0,4,0,0,0,4,0,0,15.41,0,0,0,15.41
SOHUM ASSET MANAGERS PRIVATE LIMITED,2024,4,0,0,6,0,0,0,6,0,0,18.4,0,0,0,18.4
SOHUM ASSET MANAGERS PRIVATE LIMITED,2024,7,0,1,11,1,0,0,13,0,3.9389,25.76049,1.01067,0,0,30.71006
SOHUM ASSET MANAGERS PRIVATE LIMITED,2024,10,0,3,21,2,0,0,26,0,18.88672,38.17388,1.52359,0,0,58.5842
SOLDIERS FIELD INVESTMENTS PRIVATE LIMITED,2022,1,0,0,5,2,0,0,7,0,0,3.99,1.018,0,0,5.008
SOLDIERS FIELD INVESTMENTS PRIVATE LIMITED,2022,4,0,0,5,2,0,0,7,0,0,4.15,1.01,0,0,5.16
SOLDIERS FIELD INVESTMENTS PRIVATE LIMITED,2022,7,0,0,5,2,0,0,7,0,0,3.75,0.84,0,0,4.59
SOLDIERS FIELD INVESTMENTS PRIVATE LIMITED,2022,10,0,0,5,2,0,0,7,0,0,4.17,0.95,0,0,5.12
SOLDIERS FIELD INVESTMENTS PRIVATE LIMITED,2023,1,0,0,5,2,0,0,7,0,0,3.98,0.9,0,0,4.88
SOLDIERS FIELD INVESTMENTS PRIVATE LIMITED,2023,4,0,0,5,2,0,0,7,0,0,4.15,0.96,0,0,5.11
SOLDIERS FIELD INVESTMENTS PRIVATE LIMITED,2023,7,0,0,5,2,0,0,7,0,0,4.79,1.1,0,0,5.89
SOLDIERS FIELD INVESTMENTS PRIVATE LIMITED,2023,10,0,0,5,2,0,0,7,0,0,5.22,1.24,0,0,6.46
SOLDIERS FIELD INVESTMENTS PRIVATE LIMITED,2024,1,0,0,5,2,0,0,7,0,0,5.93,1.4,0,0,7.33
SOLDIERS FIELD INVESTMENTS PRIVATE LIMITED,2024,4,0,0,5,2,0,0,7,0,0,6.1,1.39,0,0,7.48
SOLDIERS FIELD INVESTMENTS PRIVATE LIMITED,2024,7,0,0,5,2,0,0,7,0,0,6.06,1.41,0,0,7.47
SOLDIERS FIELD INVESTMENTS PRIVATE LIMITED,2024,10,0,0,5,2,0,0,7,0,0,5.77,1.22,0,0,6.99
SOLIDARITY ADVISORS PRIVATE LIMITED,2022,1,0,48,185,10,0,0,243,0,234.9,1015.34,65.64,0,0,1315.87
SOLIDARITY ADVISORS PRIVATE LIMITED,2022,4,0,54,196,13,0,0,263,0,250.87,994.18,70.94,0,0,1315.99
SOLIDARITY ADVISORS PRIVATE LIMITED,2022,7,0,56,209,13,0,0,278,0,257.98,1016.04,70.02,0,0,1344.04
SOLIDARITY ADVISORS PRIVATE LIMITED,2022,10,0,60,237,13,0,0,310,0,312.77,1114.13,75.84,0,0,1502.74
SOLIDARITY ADVISORS PRIVATE LIMITED,2023,1,0,64,245,13,0,0,322,0,302.09,1051.93,65.1,0,0,1419.12
SOLIDARITY ADVISORS PRIVATE LIMITED,2023,4,0,66,254,16,0,0,336,0,350.99,1130.8,73.86,0,0,1555.65
SOLIDARITY ADVISORS PRIVATE LIMITED,2023,7,0,73,263,16,0,0,352,0,406.55,1277.28,81.98,0,0,1765.81
SOLIDARITY ADVISORS PRIVATE LIMITED,2023,10,0,69,260,16,0,0,345,0,384.63,1235.06,81.59,0,0,1701.28
SOLIDARITY ADVISORS PRIVATE LIMITED,2024,1,0,68,254,18,0,0,340,0,381.97,1268.89,89.48,0,0,1740.34
SOLIDARITY ADVISORS PRIVATE LIMITED,2024,4,0,63,250,19,0,0,332,0,363.23,1337.94,82.63,0,0,1783.79
SOLIDARITY ADVISORS PRIVATE LIMITED,2024,7,0,57,230,17,0,0,304,0,375.33,1320.09,74.87,0,0,1770.3
SOLIDARITY ADVISORS PRIVATE LIMITED,2024,10,0,54,215,15,0,0,284,0,345.61,1254.6,68.84,0,0,1669.05
SOWILO INVESTMENT MANAGERS LLP,2023,7,0,4,15,0,0,0,19,0,22.23,13.31,0,0,0,35.54
SOWILO INVESTMENT MANAGERS LLP,2023,10,0,5,27,1,0,0,33,0,25,21.08,0.5,0,0,46.59
SOWILO INVESTMENT MANAGERS LLP,2024,1,0,7,41,2,0,0,50,0,37.22,37.83,1.11,0,0,76.17
SOWILO INVESTMENT MANAGERS LLP,2024,4,0,8,55,3,0,0,66,0,40.48,59.24,5.06,0,0,104.79
SOWILO INVESTMENT MANAGERS LLP,2024,7,0,9,68,3,0,0,80,0,53.68731,84.39792,5.98287,0,0,144.06811
SOWILO INVESTMENT MANAGERS LLP,2024,10,0,11,90,3,0,0,104,0,59.60426,105.52042,6.3221,0,0,171.44678
SPA CAPITAL ADVISORS LIMITED,2022,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPA CAPITAL ADVISORS LIMITED,2022,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPA CAPITAL ADVISORS LIMITED,2022,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPA CAPITAL ADVISORS LIMITED,2022,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPA CAPITAL ADVISORS LIMITED,2023,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPA CAPITAL ADVISORS LIMITED,2023,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPARK ASIA IMPACT MANAGERS PRIVATE LIMITED,2022,1,0,13,74,2,0,0,89,0,24.67,157.28,0.94,0,0,182.89
SPARK ASIA IMPACT MANAGERS PRIVATE LIMITED,2022,4,0,13,72,2,0,0,87,0,20.51,146.64,0.91,0,0,168.06
SPARK ASIA IMPACT MANAGERS PRIVATE LIMITED,2022,7,0,14,73,2,0,0,89,0,25.49,152.06,0.94,0,0,178.49
SPARK ASIA IMPACT MANAGERS PRIVATE LIMITED,2022,10,0,15,75,2,0,0,92,0,29.13,169.69,1.03,0,0,199.85
SPARK ASIA IMPACT MANAGERS PRIVATE LIMITED,2023,1,0,15,83,3,0,0,101,0,31.64,164.75,1.75,0,0,198.14
SPARK ASIA IMPACT MANAGERS PRIVATE LIMITED,2023,4,0,16,92,4,0,0,112,0,33.62,196.74,7,0,0,237.37
SPARK ASIA IMPACT MANAGERS PRIVATE LIMITED,2023,7,0,17,103,7,0,0,127,0,40.95,240.54,114.08,0,0,395.56
SPARK ASIA IMPACT MANAGERS PRIVATE LIMITED,2023,10,0,18,129,8,0,0,155,0,47.13,276.47,218.38,0,0,541.99
SPARK ASIA IMPACT MANAGERS PRIVATE LIMITED,2024,1,0,20,213,9,0,0,242,0,54.64,433.8,257.43,0,0,745.86
SPARK ASIA IMPACT MANAGERS PRIVATE LIMITED,2024,4,0,31,288,19,0,0,338,0,72.31,548.39,293.12,0,0,913.82
SPARK ASIA IMPACT MANAGERS PRIVATE LIMITED,2024,7,0,41,349,19,0,0,409,0,101.73687,644.06311,256.67681,0,0,1002.47678
SPARK ASIA IMPACT MANAGERS PRIVATE LIMITED,2024,10,0,47,393,23,0,0,463,0,106.24048,660.22208,236.0044,0,0,1002.46696
SPARK FUND ADVISORS LLP,2024,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPARK FUND ADVISORS LLP,2024,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPARK PWM PRIVATE LIMITED,2022,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPARK PWM PRIVATE LIMITED,2022,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPARK PWM PRIVATE LIMITED,2022,7,0,0,1,0,0,0,1,0,0,0.52,0,0,0,0.52
SPARK PWM PRIVATE LIMITED,2022,10,0,7,11,0,0,0,18,0,607.72,72.04,0,0,0,679.75
SPARK PWM PRIVATE LIMITED,2023,1,0,8,30,0,0,0,38,0,646.65,102.38,0,0,0,749.04
SPARK PWM PRIVATE LIMITED,2023,4,0,9,36,0,0,0,45,0,666.86,109.8,0,0,0,776.66
SPARK PWM PRIVATE LIMITED,2023,7,0,10,42,2,0,0,54,0,700.67,117.58,1.13,0,0,819.37
